reservation_id;time_of_reservation;start_of_reservation;end_of_reservation;type_of_reservation;able_to_serve;endtype_of_reservation;length_of_reservation;VM_type;reserved_memory;reserved_cores;host_ID
7239;2014.04.05 11:54;2014.04.05 11:54;2014.04.05 12:40;now;1;released;0.7647;VMware ESXi 5.5;4096;2;396
7239;2014.04.05 11:54;2014.04.05 11:54;2014.04.05 12:40;now;1;released;0.7647;NFS Server;1024;1;397
7239;2014.04.05 11:54;2014.04.05 11:54;2014.04.05 12:40;now;1;released;0.7647;ITLab1 MIT2 Client;2048;1;401
7240;2014.04.05 12:00;2014.04.05 12:01;2014.04.05 12:33;now;1;released;0.5511;IRF 2015 Windows 8.1 HF2;2048;1;397
7241;2014.04.05 12:02;2014.04.05 12:03;2014.04.05 12:09;now;1;released;0.1119;IRF 2015 Windows 8.1 HF2;2048;1;394
7242;2014.04.05 12:17;2014.04.05 12:18;2014.04.05 12:57;now;1;released;0.6572;VMware ESXi 5.5;4096;2;396
7242;2014.04.05 12:17;2014.04.05 12:18;2014.04.05 12:57;now;1;released;0.6572;NFS Server;1024;1;397
7242;2014.04.05 12:17;2014.04.05 12:18;2014.04.05 12:57;now;1;released;0.6572;ITLab1 MIT2 Client;2048;1;397
7243;2014.04.05 12:18;2014.04.05 12:19;2014.04.05 12:33;now;1;released;0.2500;IRF 2015 Windows 8.1 HF2;2048;1;394
7244;2014.04.05 12:36;2014.04.05 12:37;2014.04.05 13:56;now;1;released;1.3317;IRF 2015 Windows 8.1 HF2;2048;1;396
7245;2014.04.05 12:40;2014.04.05 12:41;2014.04.05 15:51;now;1;released;3.1736;NFS Server;1024;1;398
7245;2014.04.05 12:40;2014.04.05 12:41;2014.04.05 15:51;now;1;released;3.1736;ITLab1 MIT2 Client;2048;1;396
7245;2014.04.05 12:40;2014.04.05 12:41;2014.04.05 15:51;now;1;released;3.1736;VMware ESXi 5.5;4096;2;397
7246;2014.04.05 12:44;2014.04.05 12:44;2014.04.05 12:46;now;1;released;0.0425;NFS Server;1024;1;397
7246;2014.04.05 12:44;2014.04.05 12:44;2014.04.05 12:46;now;1;released;0.0425;ITLab1 MIT2 Client;2048;1;400
7246;2014.04.05 12:44;2014.04.05 12:44;2014.04.05 12:46;now;1;released;0.0425;VMware ESXi 5.5;4096;2;396
7247;2014.04.05 12:57;2014.04.05 12:57;2014.04.05 15:43;now;1;released;2.7781;VMware ESXi 5.5;4096;2;396
7247;2014.04.05 12:57;2014.04.05 12:57;2014.04.05 15:43;now;1;released;2.7781;NFS Server;1024;1;396
7247;2014.04.05 12:57;2014.04.05 12:57;2014.04.05 15:43;now;1;released;2.7781;ITLab1 MIT2 Client;2048;1;400
7248;2014.04.05 13:18;2014.04.05 13:18;2014.04.05 13:20;now;1;released;0.0486;VMware ESXi 5.5;4096;2;395
7249;2014.04.05 13:19;2014.04.05 13:20;2014.04.05 13:56;now;1;released;0.6122;NFS Server;1024;1;394
7249;2014.04.05 13:19;2014.04.05 13:20;2014.04.05 13:56;now;1;released;0.6122;ITLab1 MIT2 Client;2048;1;401
7249;2014.04.05 13:19;2014.04.05 13:20;2014.04.05 13:56;now;1;released;0.6122;VMware ESXi 5.5;4096;2;394
7250;2014.04.05 13:25;2014.04.05 13:26;2014.04.05 13:41;now;1;noack;0.2619;VMware ESXi 5.5;4096;2;394
7250;2014.04.05 13:25;2014.04.05 13:26;2014.04.05 13:41;now;1;noack;0.2619;NFS Server;1024;1;395
7250;2014.04.05 13:25;2014.04.05 13:26;2014.04.05 13:41;now;1;noack;0.2619;ITLab1 MIT2 Client;2048;1;400
7251;2014.04.05 13:36;2014.04.05 13:37;2014.04.05 13:56;now;1;released;0.3261;VMware ESXi 5.5;4096;2;399
7252;2014.04.05 13:39;2014.04.05 13:40;2014.04.05 14:44;now;1;EOR;1.0878;IRF 2015 Windows 8.1 HF2;2048;1;396
7253;2014.04.05 13:48;2014.04.05 13:48;2014.04.05 13:52;now;1;released;0.0653;IRF 2015 Windows 8.1 HF2;2048;1;394
7254;2014.04.05 13:50;2014.04.05 13:51;2014.04.05 14:45;now;1;released;0.9036;NFS Server;1024;1;397
7254;2014.04.05 13:50;2014.04.05 13:51;2014.04.05 14:45;now;1;released;0.9036;ITLab1 MIT2 Client;2048;1;395
7254;2014.04.05 13:50;2014.04.05 13:51;2014.04.05 14:45;now;1;released;0.9036;VMware ESXi 5.5;4096;2;396
7255;2014.04.05 13:51;2014.04.05 13:51;2014.04.05 21:44;now;1;EOR;7.8917;IRF 2015 Windows 8.1 HF2;2048;1;395
7256;2014.04.05 13:52;2014.04.05 13:52;2014.04.05 21:44;now;1;EOR;7.8736;IRF 2015 Windows 8.1 HF2;2048;1;397
7257;2014.04.05 13:56;2014.04.05 13:56;2014.04.05 15:25;now;1;released;1.4797;VMware ESXi 5.5;4096;2;401
7257;2014.04.05 13:56;2014.04.05 13:56;2014.04.05 15:25;now;1;released;1.4797;NFS Server;1024;1;396
7257;2014.04.05 13:56;2014.04.05 13:56;2014.04.05 15:25;now;1;released;1.4797;ITLab1 MIT2 Client;2048;1;400
7258;2014.04.05 13:58;2014.04.05 13:59;2014.04.05 21:44;now;1;EOR;7.7622;IRF 2015 Windows 8.1 HF2;2048;1;394
7259;2014.04.05 14:14;2014.04.05 14:15;2014.04.05 15:00;now;1;released;0.7536;NFS Server;1024;1;394
7259;2014.04.05 14:14;2014.04.05 14:15;2014.04.05 15:00;now;1;released;0.7536;ITLab1 MIT2 Client;2048;1;395
7259;2014.04.05 14:14;2014.04.05 14:15;2014.04.05 15:00;now;1;released;0.7536;VMware ESXi 5.5;4096;2;394
7260;2014.04.05 14:34;2014.04.05 14:34;2014.04.05 20:24;now;1;released;5.8344;IRF 2015 Windows 8.1 HF2;2048;1;396
7261;2014.04.05 14:45;2014.04.05 14:45;2014.04.05 15:55;now;1;released;1.1764;NFS Server;1024;1;400
7261;2014.04.05 14:45;2014.04.05 14:45;2014.04.05 15:55;now;1;released;1.1764;ITLab1 MIT2 Client;2048;1;398
7261;2014.04.05 14:45;2014.04.05 14:45;2014.04.05 15:55;now;1;released;1.1764;VMware ESXi 5.5;4096;2;399
7262;2014.04.05 14:48;2014.04.05 14:48;2014.04.05 15:34;now;1;released;0.7697;VMware ESXi 5.5;4096;2;399
7263;2014.04.05 15:38;2014.04.05 15:38;2014.04.05 15:53;now;1;noack;0.2592;IRF 2015 Windows 8.1 HF2;2048;1;394
7264;2014.04.05 15:44;2014.04.05 15:44;2014.04.05 16:44;now;1;EOR;1.0108;NFS Server;1024;1;396
7264;2014.04.05 15:44;2014.04.05 15:44;2014.04.05 16:44;now;1;EOR;1.0108;ITLab1 MIT2 Client;2048;1;395
7264;2014.04.05 15:44;2014.04.05 15:44;2014.04.05 16:44;now;1;EOR;1.0108;VMware ESXi 5.5;4096;2;395
7265;2014.04.05 15:56;2014.04.05 15:56;2014.04.05 17:20;now;1;released;1.4153;VMware ESXi 5.5;4096;2;395
7265;2014.04.05 15:56;2014.04.05 15:56;2014.04.05 17:20;now;1;released;1.4153;NFS Server;1024;1;395
7265;2014.04.05 15:56;2014.04.05 15:56;2014.04.05 17:20;now;1;released;1.4153;ITLab1 MIT2 Client;2048;1;396
7266;2014.04.05 16:11;2014.04.05 16:12;2014.04.05 16:31;now;1;released;0.3406;IRF 2015 Windows 8.1 HF2;2048;1;396
7267;2014.04.05 16:30;2014.04.05 16:30;2014.04.05 17:05;now;1;released;0.5758;VMware ESXi 5.5;4096;2;396
7268;2014.04.05 16:30;2014.04.05 16:31;2014.04.05 17:05;now;1;released;0.5719;IRF 2015 Windows 8.1 HF2;2048;1;394
7269;2014.04.05 16:31;2014.04.05 16:32;2014.04.05 16:37;now;1;released;0.0939;IRF 2015 Windows 8.1 HF2;2048;1;394
7270;2014.04.05 16:36;2014.04.05 16:36;2014.04.05 20:12;now;1;released;3.6067;IRF 2015 Windows 8.1 HF2;2048;1;396
7271;2014.04.05 16:37;2014.04.05 16:38;2014.04.05 16:42;now;1;released;0.0792;IRF 2015 Windows 8.1 HF2;2048;1;398
7272;2014.04.05 16:44;NULL;2014.04.05 16:44;now;1;released;0.0014;IRF 2015 Windows 8.1 HF2;2048;1;398
7273;2014.04.05 16:51;2014.04.05 16:52;2014.04.05 17:05;now;1;released;0.2336;IRF 2015 Windows 8.1 HF2;2048;1;398
7274;2014.04.05 17:11;NULL;2014.04.05 17:11;now;1;released;0.0011;IRF 2015 Windows 8.1 HF2;2048;1;394
7275;2014.04.05 17:11;2014.04.05 17:12;2014.04.05 18:14;now;1;EOR;1.0539;VMware ESXi 5.5;4096;2;396
7276;2014.04.05 17:55;2014.04.05 17:55;2014.04.05 23:59;now;1;EOR;6.0750;IRF 2015 Windows 8.1 HF2;2048;1;394
7277;2014.04.05 17:55;2014.04.05 17:55;2014.04.05 18:11;now;1;noack;0.2581;IRF 2015 Windows 8.1 HF2;2048;1;394
7278;2014.04.05 18:12;2014.04.05 18:12;2014.04.06 0:14;now;1;EOR;6.0486;IRF 2015 Windows 8.1 HF2;2048;1;398
7279;2014.04.05 18:13;2014.04.05 18:14;2014.04.05 22:13;now;1;released;4.0017;IRF 2015 Windows 8.1 HF2;2048;1;394
7280;2014.04.05 18:18;2014.04.05 18:18;2014.04.05 22:29;now;1;EOR;4.1947;IRF 2015 Windows 8.1 HF2;2048;1;398
7281;2014.04.05 19:35;2014.04.05 19:35;2014.04.05 21:29;now;1;released;1.8975;NFS Server;1024;1;400
7281;2014.04.05 19:35;2014.04.05 19:35;2014.04.05 21:29;now;1;released;1.8975;ITLab1 MIT2 Client;2048;1;400
7281;2014.04.05 19:35;2014.04.05 19:35;2014.04.05 21:29;now;1;released;1.8975;VMware ESXi 5.5;4096;2;399
7282;2014.04.05 19:41;2014.04.05 19:45;2014.04.06 0:21;now;1;released;4.6569;IRF 2015 Windows 8.1 HF2;2048;1;400
7283;2014.04.05 20:23;2014.04.05 20:27;2014.04.05 21:45;now;1;released;1.3753;NFS Server;1024;1;401
7283;2014.04.05 20:23;2014.04.05 20:27;2014.04.05 21:45;now;1;released;1.3753;ITLab1 MIT2 Client;2048;1;401
7283;2014.04.05 20:23;2014.04.05 20:27;2014.04.05 21:45;now;1;released;1.3753;VMware ESXi 5.5;4096;2;400
7284;2014.04.05 20:25;2014.04.05 20:25;2014.04.06 2:29;now;1;EOR;6.0811;VMware ESXi 5.5;4096;2;400
7284;2014.04.05 20:25;2014.04.05 20:25;2014.04.06 2:29;now;1;EOR;6.0811;NFS Server;1024;1;401
7284;2014.04.05 20:25;2014.04.05 20:25;2014.04.06 2:29;now;1;EOR;6.0811;ITLab1 MIT2 Client;2048;1;398
7285;2014.04.05 21:11;2014.04.05 21:12;2014.04.05 21:44;now;1;released;0.5553;VMware ESXi 5.5;4096;2;396
7286;2014.04.05 21:45;2014.04.05 21:45;2014.04.05 22:28;now;1;released;0.7164;VMware ESXi 5.5;4096;2;397
7287;2014.04.05 21:45;2014.04.05 21:49;2014.04.06 1:59;now;1;EOR;4.2350;VMware ESXi 5.5;4096;2;401
7287;2014.04.05 21:45;2014.04.05 21:49;2014.04.06 1:59;now;1;EOR;4.2350;NFS Server;1024;1;400
7287;2014.04.05 21:45;2014.04.05 21:49;2014.04.06 1:59;now;1;EOR;4.2350;ITLab1 MIT2 Client;2048;1;400
7288;2014.04.05 21:46;2014.04.05 21:47;2014.04.12 17:27;now;1;released;163.6819;Ubuntu 12.10;8192;2;397
7289;2014.04.05 21:57;2014.04.05 21:59;2014.04.05 22:14;now;1;noack;0.2836;Ubuntu 12.10;8192;2;394
7290;2014.04.05 22:03;2014.04.05 22:03;2014.04.05 22:13;now;1;released;0.1775;NFS Server;1024;1;395
7291;2014.04.05 22:28;NULL;2014.04.05 22:28;now;1;released;0.0025;Ubuntu 12.10;8192;2;396
7292;2014.04.05 22:29;2014.04.05 22:30;2014.04.05 22:57;now;1;released;0.4731;Ubuntu 12.10;8192;2;402
7293;2014.04.05 22:37;2014.04.05 22:37;2014.04.05 23:08;now;1;released;0.5192;VMware ESXi 5.5;4096;2;394
7294;2014.04.05 22:39;2014.04.05 22:40;2014.04.05 23:22;now;1;released;0.7183;VMware ESXi 5.5;4096;2;395
7294;2014.04.05 22:39;2014.04.05 22:40;2014.04.05 23:22;now;1;released;0.7183;NFS Server;1024;1;395
7294;2014.04.05 22:39;2014.04.05 22:40;2014.04.05 23:22;now;1;released;0.7183;ITLab1 MIT2 Client;2048;1;401
7295;2014.04.05 22:54;2014.04.05 22:55;2014.04.06 5:00;now;1;EOR;6.0939;IRF 2015 Windows 8.1 HF2;2048;1;394
7296;2014.04.05 22:54;2014.04.05 22:55;2014.04.06 5:00;now;1;EOR;6.0925;IRF 2015 Windows 8.1 HF2;2048;1;397
7297;2014.04.05 22:54;2014.04.05 22:55;2014.04.06 5:00;now;1;EOR;6.0911;IRF 2015 Windows 8.1 HF2;2048;1;398
7298;2014.04.05 22:57;2014.04.05 22:58;2014.04.06 3:00;now;1;EOR;4.0375;IRF 2015 Windows 8.1 HF2;2048;1;395
7299;2014.04.05 23:23;2014.04.05 23:23;2014.04.06 1:29;now;1;EOR;2.1106;VMware ESXi 5.5;4096;2;395
7299;2014.04.05 23:23;2014.04.05 23:23;2014.04.06 1:29;now;1;EOR;2.1106;NFS Server;1024;1;396
7299;2014.04.05 23:23;2014.04.05 23:23;2014.04.06 1:29;now;1;EOR;2.1106;ITLab1 MIT2 Client;2048;1;402
7300;2014.04.06 1:45;2014.04.06 1:46;2014.04.06 3:00;now;1;EOR;1.2361;IRF 2015 Windows 8.1 HF2;2048;1;400
7301;2014.04.06 7:44;2014.04.06 7:45;2014.04.06 13:44;now;1;EOR;5.9961;IRF 2015 Windows 8.1 HF2;2048;1;396
7302;2014.04.06 9:44;2014.04.06 9:45;2014.04.06 11:25;now;1;released;1.6775;IRF 2015 Windows 8.1 HF2;2048;1;396
7303;2014.04.06 10:14;2014.04.06 10:14;2014.04.06 10:26;now;1;released;0.1914;VMware ESXi 5.5;4096;2;397
7304;2014.04.06 10:24;2014.04.06 10:24;2014.04.06 10:34;now;1;released;0.1675;IRF 2015 Windows 8.1 HF2;2048;1;394
7305;2014.04.06 10:25;2014.04.06 10:25;2014.04.06 16:30;now;1;EOR;6.0850;IRF 2015 Windows 8.1 HF2;2048;1;400
7306;2014.04.06 10:25;2014.04.06 10:26;2014.04.06 16:30;now;1;EOR;6.0828;IRF 2015 Windows 8.1 HF2;2048;1;394
7307;2014.04.06 10:26;2014.04.06 10:26;2014.04.06 11:29;now;1;EOR;1.0628;VMware ESXi 5.5;4096;2;402
7308;2014.04.06 10:34;2014.04.06 10:34;2014.04.06 10:49;now;1;released;0.2556;VMware ESXi 5.5;4096;2;397
7309;2014.04.06 10:50;2014.04.06 10:50;2014.04.06 11:03;now;1;released;0.2183;ITLab1 MIT2 Client;2048;1;398
7309;2014.04.06 10:50;2014.04.06 10:50;2014.04.06 11:03;now;1;released;0.2183;VMware ESXi 5.5;4096;2;398
7309;2014.04.06 10:50;2014.04.06 10:50;2014.04.06 11:03;now;1;released;0.2183;NFS Server;1024;1;399
7310;2014.04.06 10:52;2014.04.06 10:53;2014.04.06 12:59;now;1;EOR;2.1197;NFS Server;1024;1;399
7310;2014.04.06 10:52;2014.04.06 10:53;2014.04.06 12:59;now;1;EOR;2.1197;ITLab1 MIT2 Client;2048;1;401
7310;2014.04.06 10:52;2014.04.06 10:53;2014.04.06 12:59;now;1;EOR;2.1197;VMware ESXi 5.5;4096;2;398
7311;2014.04.06 10:53;2014.04.06 10:57;2014.04.06 11:11;now;1;released;0.2958;VMware ESXi 5.5;4096;2;398
7311;2014.04.06 10:53;2014.04.06 10:57;2014.04.06 11:11;now;1;released;0.2958;NFS Server;1024;1;399
7311;2014.04.06 10:53;2014.04.06 10:57;2014.04.06 11:11;now;1;released;0.2958;ITLab1 MIT2 Client;2048;1;395
7312;2014.04.06 11:03;2014.04.06 11:03;2014.04.06 13:14;now;1;released;2.1847;VMware ESXi 5.5;4096;2;399
7313;2014.04.06 11:41;2014.04.06 11:42;2014.04.06 17:17;now;1;released;5.5989;IRF 2015 Windows 8.1 HF2;2048;1;394
7314;2014.04.06 11:52;2014.04.06 11:53;2014.04.06 12:32;now;1;released;0.6686;IRF 2015 Windows 8.1 HF2;2048;1;395
7315;2014.04.06 12:06;2014.04.06 12:07;2014.04.06 12:45;now;1;EOR;0.6392;VMware ESXi 5.5;4096;2;399
7316;2014.04.06 12:29;2014.04.06 12:30;2014.04.06 14:29;now;1;EOR;2.0000;IRF 2015 Windows 8.1 HF2;2048;1;398
7317;2014.04.06 12:32;2014.04.06 12:33;2014.04.06 18:44;now;1;EOR;6.1983;IRF 2015 Windows 8.1 HF2;2048;1;398
7318;2014.04.06 12:55;2014.04.06 12:55;2014.04.06 15:50;now;1;released;2.9222;VMware ESXi 5.5;4096;2;399
7319;2014.04.06 13:50;2014.04.06 13:51;2014.04.06 14:03;now;1;released;0.2172;IRF 2015 Windows 8.1 HF2;2048;1;396
7320;2014.04.06 13:59;2014.04.06 13:59;2014.04.06 14:19;now;1;released;0.3283;VMware ESXi 5.5;4096;2;394
7321;2014.04.06 14:09;2014.04.06 14:09;2014.04.06 14:11;now;1;released;0.0464;IRF 2015 Windows 8.1 HF2;2048;1;394
7322;2014.04.06 14:09;2014.04.06 14:09;2014.04.06 14:11;now;1;released;0.0442;NFS Server;1024;1;394
7323;2014.04.06 14:17;2014.04.06 14:18;2014.04.06 16:31;now;1;released;2.2242;IRF 2015 Windows 8.1 HF2;2048;1;394
7324;2014.04.06 14:19;2014.04.06 14:19;2014.04.06 14:35;now;1;released;0.2761;VMware ESXi 5.5;4096;2;398
7325;2014.04.06 14:36;2014.04.06 14:37;2014.04.06 19:44;now;1;EOR;5.1319;IRF 2015 Windows 8.1 HF2;2048;1;397
7326;2014.04.06 15:09;2014.04.06 15:09;2014.04.06 19:14;now;1;EOR;4.0958;IRF 2015 Windows 8.1 HF2;2048;1;395
7327;2014.04.06 15:09;2014.04.06 15:09;2014.04.06 19:14;now;1;EOR;4.0936;IRF 2015 Windows 8.1 HF2;2048;1;398
7328;2014.04.06 15:37;2014.04.06 15:41;2014.04.06 16:42;now;1;released;1.0933;VMware ESXi 5.5;4096;2;402
7328;2014.04.06 15:37;2014.04.06 15:41;2014.04.06 16:42;now;1;released;1.0933;NFS Server;1024;1;402
7328;2014.04.06 15:37;2014.04.06 15:41;2014.04.06 16:42;now;1;released;1.0933;ITLab1 MIT2 Client;2048;1;398
7329;2014.04.06 15:45;2014.04.06 15:45;2014.04.06 16:41;now;1;released;0.9231;VMware ESXi 5.5;4096;2;394
7330;2014.04.06 15:50;2014.04.06 15:50;2014.04.06 16:26;now;1;released;0.5939;VMware ESXi 5.5;4096;2;398
7331;2014.04.06 15:51;2014.04.06 15:52;2014.04.06 17:14;now;1;released;1.3747;IRF 2015 Windows 8.1 HF2;2048;1;396
7332;2014.04.06 16:02;2014.04.06 16:02;2014.04.06 16:31;now;1;released;0.4822;IRF 2015 Windows 8.1 HF2;2048;1;396
7333;2014.04.06 16:04;2014.04.06 16:08;2014.04.06 22:14;now;1;EOR;6.1667;IRF 2015 Windows 8.1 HF2;2048;1;401
7334;2014.04.06 16:25;2014.04.06 16:25;2014.04.07 0:14;now;1;EOR;7.8283;NFS Server;1024;1;401
7334;2014.04.06 16:25;2014.04.06 16:25;2014.04.07 0:14;now;1;EOR;7.8283;ITLab1 MIT2 Client;2048;1;395
7334;2014.04.06 16:25;2014.04.06 16:25;2014.04.07 0:14;now;1;EOR;7.8283;VMware ESXi 5.5;4096;2;401
7335;2014.04.06 16:26;2014.04.06 16:27;2014.04.06 16:46;now;1;released;0.3381;VMware ESXi 5.5;4096;2;396
7336;2014.04.06 16:42;2014.04.06 16:43;2014.04.06 20:33;now;1;released;3.8528;NFS Server;1024;1;402
7336;2014.04.06 16:42;2014.04.06 16:43;2014.04.06 20:33;now;1;released;3.8528;ITLab1 MIT2 Client;2048;1;396
7336;2014.04.06 16:42;2014.04.06 16:43;2014.04.06 20:33;now;1;released;3.8528;VMware ESXi 5.5;4096;2;402
7337;2014.04.06 16:46;2014.04.06 16:47;2014.04.06 17:04;now;1;released;0.2942;VMware ESXi 5.5;4096;2;397
7338;2014.04.06 16:58;2014.04.06 16:58;2014.04.06 20:59;now;1;EOR;4.0192;IRF 2015 Windows 8.1 HF2;2048;1;394
7339;2014.04.06 16:58;2014.04.06 16:59;2014.04.06 20:59;now;1;EOR;4.0144;IRF 2015 Windows 8.1 HF2;2048;1;394
7340;2014.04.06 17:00;2014.04.06 17:00;2014.04.06 17:59;now;1;EOR;0.9933;IRF 2015 Windows 8.1 HF2;2048;1;396
7341;2014.04.06 17:00;2014.04.06 17:00;2014.04.06 17:59;now;1;EOR;0.9908;IRF 2015 Windows 8.1 HF2;2048;1;400
7342;2014.04.06 17:00;2014.04.06 17:03;2014.04.06 20:59;now;1;EOR;3.9881;IRF 2015 Windows 8.1 HF2;2048;1;401
7343;2014.04.06 17:04;2014.04.06 17:04;2014.04.06 17:17;now;1;released;0.2156;VMware ESXi 5.5;4096;2;395
7344;2014.04.06 18:16;2014.04.06 18:17;2014.04.06 20:29;now;1;EOR;2.2142;IRF 2015 Windows 8.1 HF2;2048;1;394
7345;2014.04.06 18:54;2014.04.06 18:55;2014.04.06 21:21;now;1;released;2.4381;IRF 2015 Windows 8.1 HF2;2048;1;398
7346;2014.04.06 19:33;2014.04.06 19:33;2014.04.06 20:44;now;1;EOR;1.1964;VMware ESXi 5.5;4096;2;396
7347;2014.04.06 20:01;2014.04.06 20:01;2014.04.06 21:21;now;1;released;1.3297;IRF 2015 Windows 8.1 HF2;2048;1;400
7348;2014.04.06 20:34;2014.04.06 20:35;2014.04.07 1:44;now;1;EOR;5.1700;IRF 2015 Windows 8.1 HF2;2048;1;395
7349;2014.04.06 21:02;2014.04.06 21:02;2014.04.06 21:31;now;1;released;0.4819;IRF 2015 Windows 8.1 HF2;2048;1;397
7350;2014.04.06 21:08;2014.04.06 21:09;2014.04.07 0:26;now;1;released;3.2956;VMware ESXi 5.5;4096;2;402
7351;2014.04.06 22:22;2014.04.06 22:23;2014.04.06 23:39;now;1;released;1.2797;IRF 2015 Windows 8.1 HF2;2048;1;396
7352;2014.04.06 22:36;2014.04.06 22:37;2014.04.07 2:44;now;1;EOR;4.1342;IRF 2015 Windows 8.1 HF2;2048;1;400
7353;2014.04.06 22:36;2014.04.06 22:37;2014.04.07 1:44;now;1;EOR;3.1325;IRF 2015 Windows 8.1 HF2;2048;1;394
7354;2014.04.06 22:36;2014.04.06 22:37;2014.04.07 2:44;now;1;EOR;4.1308;IRF 2015 Windows 8.1 HF2;2048;1;397
7355;2014.04.06 23:22;2014.04.06 23:22;2014.04.07 5:30;now;1;EOR;6.1336;IRF 2015 Windows 8.1 HF2;2048;1;394
7356;2014.04.07 0:39;2014.04.07 0:39;2014.04.07 2:14;now;1;released;1.5847;VMware ESXi 5.5;4096;2;396
7356;2014.04.07 0:39;2014.04.07 0:39;2014.04.07 2:14;now;1;released;1.5847;NFS Server;1024;1;397
7356;2014.04.07 0:39;2014.04.07 0:39;2014.04.07 2:14;now;1;released;1.5847;ITLab1 MIT2 Client;2048;1;397
7358;2014.04.07 19:00;2014.04.07 18:59;2014.04.07 19:40;future;1;released;0.6731;NFS Server;1024;1;398
7358;2014.04.07 19:00;2014.04.07 18:59;2014.04.07 19:40;future;1;released;0.6731;ITLab1 MIT2 Client;2048;1;399
7358;2014.04.07 19:00;2014.04.07 18:59;2014.04.07 19:40;future;1;released;0.6731;VMware ESXi 5.5;4096;2;396
7359;2014.04.07 2:36;2014.04.07 2:36;2014.04.07 3:17;now;1;released;0.6894;IRF 2015 Windows 8.1 HF2;2048;1;396
7360;2014.04.07 8:46;2014.04.07 8:46;2014.04.07 9:16;now;1;released;0.5031;VMware ESXi 5.5;4096;2;396
7361;2014.04.07 14:00;2014.04.07 13:59;2014.04.07 17:59;future;1;EOR;3.9950;NFS Server;1024;1;398
7361;2014.04.07 14:00;2014.04.07 13:59;2014.04.07 17:59;future;1;EOR;3.9950;ITLab1 MIT2 Client;2048;1;401
7361;2014.04.07 14:00;2014.04.07 13:59;2014.04.07 17:59;future;1;EOR;3.9950;VMware ESXi 5.5;4096;2;397
7362;2014.04.07 9:09;2014.04.07 9:10;2014.04.07 15:14;now;1;EOR;6.0850;VMware ESXi 5.5;4096;2;397
7363;2014.04.07 10:08;2014.04.07 10:09;2014.04.07 16:14;now;1;EOR;6.0994;IRF 2015 Windows 8.1 HF2;2048;1;396
7364;2014.04.07 16:30;2014.04.07 16:29;2014.04.07 21:14;future;1;EOR;4.7478;NFS Server;1024;1;398
7364;2014.04.07 16:30;2014.04.07 16:29;2014.04.07 21:14;future;1;EOR;4.7478;ITLab1 MIT2 Client;2048;1;401
7364;2014.04.07 16:30;2014.04.07 16:29;2014.04.07 21:14;future;1;EOR;4.7478;VMware ESXi 5.5;4096;2;397
7365;2014.04.07 10:57;2014.04.07 10:58;2014.04.07 15:00;now;1;EOR;4.0439;IRF 2015 Windows 8.1 HF2;2048;1;401
7366;2014.04.07 11:21;2014.04.07 11:21;2014.04.07 15:11;now;1;released;3.8344;IRF 2015 Windows 8.1 HF2;2048;1;401
7367;2014.04.07 11:24;2014.04.07 11:24;2014.04.07 15:11;now;1;released;3.7794;IRF 2015 Windows 8.1 HF2;2048;1;394
7368;2014.04.07 12:08;2014.04.07 12:09;2014.04.07 19:14;now;1;EOR;7.0994;IRF 2015 Windows 8.1 HF2;2048;1;394
7369;2014.04.07 13:17;2014.04.07 13:18;2014.04.07 14:29;now;1;EOR;1.1986;VMware ESXi 5.5;4096;2;398
7370;2014.04.07 13:33;2014.04.07 13:33;2014.04.07 13:46;now;1;released;0.2286;VMware ESXi 5.5;4096;2;394
7371;2014.04.07 14:19;2014.04.07 14:20;2014.04.07 14:21;now;1;released;0.0342;VMware ESXi 5.5;4096;2;398
7372;2014.04.07 14:26;2014.04.07 14:26;2014.04.07 17:37;now;1;released;3.1831;VMware ESXi 5.5;4096;2;396
7372;2014.04.07 14:26;2014.04.07 14:26;2014.04.07 17:37;now;1;released;3.1831;NFS Server;1024;1;401
7372;2014.04.07 14:26;2014.04.07 14:26;2014.04.07 17:37;now;1;released;3.1831;ITLab1 MIT2 Client;2048;1;397
7373;2014.04.07 14:29;2014.04.07 14:30;2014.04.07 16:44;now;1;EOR;2.2506;NFS Server;1024;1;397
7373;2014.04.07 14:29;2014.04.07 14:30;2014.04.07 16:44;now;1;EOR;2.2506;ITLab1 MIT2 Client;2048;1;397
7373;2014.04.07 14:29;2014.04.07 14:30;2014.04.07 16:44;now;1;EOR;2.2506;VMware ESXi 5.5;4096;2;396
7374;2014.04.07 14:30;2014.04.07 14:31;2014.04.07 21:16;now;1;released;6.7586;IRF 2015 Windows 8.1 HF2;2048;1;398
7375;2014.04.07 14:31;2014.04.07 14:32;2014.04.07 21:16;now;1;released;6.7453;IRF 2015 Windows 8.1 HF2;2048;1;395
7376;2014.04.07 14:50;2014.04.07 14:51;2014.04.07 15:20;now;1;released;0.4956;IRF 2015 Windows 8.1 HF2;2048;1;396
7377;2014.04.07 14:51;2014.04.07 14:52;2014.04.07 16:04;now;1;released;1.2139;VMware ESXi 5.5;4096;2;394
7377;2014.04.07 14:51;2014.04.07 14:52;2014.04.07 16:04;now;1;released;1.2139;NFS Server;1024;1;395
7377;2014.04.07 14:51;2014.04.07 14:52;2014.04.07 16:04;now;1;released;1.2139;ITLab1 MIT2 Client;2048;1;398
7378;2014.04.07 14:55;2014.04.07 14:55;2014.04.07 16:45;now;1;released;1.8294;NFS Server;1024;1;396
