reservation_id;time_of_reservation;start_of_reservation;end_of_reservation;type_of_reservation;able_to_serve;endtype_of_reservation;length_of_reservation;VM_type;reserved_memory;reserved_cores;host_ID
5337;2014.01.24 15:17;2014.01.24 15:20;2014.01.24 15:27;now;1;released;0.1786;Windows7;4096;2;394
5338;2014.01.24 15:28;2014.01.24 15:32;2014.01.24 15:33;now;1;released;0.0867;Windows7;4096;2;396
5339;2014.01.24 15:29;2014.01.24 15:33;2014.01.24 16:25;now;1;released;0.9272;Windows7;4096;2;397
5340;2014.01.27 7:47;2014.01.27 7:48;2014.01.27 16:00;now;1;none;8.2022;Windows7;4096;2;397
5341;2014.01.27 11:27;2014.01.27 11:31;2014.01.27 11:46;now;1;noack;0.3050;ITLab1 MIT2 Client;2048;1;396
5342;2014.01.28 7:06;2014.01.28 7:07;2014.01.28 7:09;now;1;released;0.0475;ITLab1 MIT2 Client;2048;1;396
5343;2014.01.28 7:26;2014.01.28 7:30;2014.01.28 7:32;now;1;released;0.1044;ITLab1 MIT2 Client;2048;1;397
5344;2014.02.01 11:31;2014.02.01 11:32;2014.02.01 11:51;now;1;released;0.3300;ITLab1 MIT2 Client;2048;1;396
5345;2014.02.01 11:39;2014.02.01 11:41;2014.02.01 11:51;now;1;released;0.2011;NFS Server;1024;1;397
5346;2014.02.01 14:27;2014.02.01 14:31;2014.02.01 14:55;now;1;released;0.4672;IRFWindows8;2048;1;397
5347;2014.02.03 11:19;2014.02.03 11:20;2014.02.03 11:58;now;1;released;0.6631;ITLab1 MIT2 Client;2048;1;396
5348;2014.02.03 11:19;2014.02.03 11:21;2014.02.03 11:59;now;1;released;0.6606;NFS Server;1024;1;394
5349;2014.02.03 13:59;2014.02.03 14:00;2014.02.03 14:02;now;1;released;0.0506;NFS Server;1024;1;394
5350;2014.02.10 13:16;NULL;2014.02.10 13:16;now;1;failed;0.0072;CentOS 6.4 base;4096;2;401
5351;2014.02.10 13:18;2014.02.10 13:19;2014.02.10 13:30;now;1;released;0.2092;CentOS 6.4 base;4096;2;394
5352;2014.02.10 16:57;2014.02.10 17:01;2014.02.10 17:10;now;1;released;0.2172;VMware ESXi 5.5;4096;2;394
5353;2014.02.11 15:32;2014.02.11 15:35;2014.02.11 15:37;now;1;released;0.0883;IRF 2015 Windows 8.1 HF2;2048;1;398
5354;2014.02.11 18:09;2014.02.11 18:18;2014.02.11 18:19;now;1;released;0.1614;irflinux;1024;1;394
5355;2014.02.11 18:22;2014.02.11 18:26;2014.02.11 18:57;now;1;released;0.5836;VMware ESXi 5.5;4096;2;395
5355;2014.02.11 18:22;2014.02.11 18:26;2014.02.11 18:57;now;1;released;0.5836;NFS Server;1024;1;396
5355;2014.02.11 18:22;2014.02.11 18:26;2014.02.11 18:57;now;1;released;0.5836;ITLab1 MIT2 Client;2048;1;394
5356;2014.02.12 6:38;NULL;2014.02.12 6:49;now;1;failed;0.1931;irflinux;1024;1;394
5357;2014.02.12 7:37;2014.02.12 7:44;2014.02.12 7:45;now;1;released;0.1344;irflinux;1024;1;396
5358;2014.02.12 8:49;NULL;2014.02.12 8:50;now;1;failed;0.0200;irflinux;1024;1;402
5359;2014.02.13 12:40;2014.02.13 12:41;2014.02.13 12:56;now;1;nologin;0.2644;IRF 2015 Windows 8.1 HF2;2048;1;398
5360;2014.02.13 12:40;2014.02.13 12:40;2014.02.13 12:55;now;1;noack;0.2561;VMware ESXi 5.5;4096;2;395
5361;2014.02.13 17:13;2014.02.13 17:13;2014.02.13 17:15;now;1;released;0.0303;IRF 2015 Windows 8.1 HF2;2048;1;398
5362;2014.02.14 18:20;2014.02.14 18:20;2014.02.14 18:31;now;1;released;0.1903;IRF 2015 Windows 8.1 HF2;2048;1;398
5363;2014.02.14 18:32;2014.02.14 18:32;2014.02.14 18:48;now;1;nologin;0.2742;VMware ESXi 5.5;4096;2;395
5364;2014.02.14 18:54;2014.02.14 18:58;2014.02.14 19:27;now;1;released;0.5536;VMware ESXi 5.5;4096;2;396
5365;2014.02.15 20:03;2014.02.15 20:05;2014.02.20 20:14;now;1;EOR;120.1869;Ubuntu 12.10;8192;2;394
5366;2014.02.15 20:46;2014.02.15 20:48;2014.02.15 20:51;now;1;released;0.0689;CentOS 6.4 base;4096;2;400
5367;2014.02.17 18:36;2014.02.17 18:36;2014.02.17 18:51;now;1;noack;0.2611;IRF 2015 Windows 8.1 HF2;2048;1;398
5368;2014.02.18 17:25;2014.02.18 17:26;2014.02.18 17:34;now;1;released;0.1450;IRF 2015 Windows 8.1 HF2;2048;1;398
5369;2014.02.19 13:36;2014.02.19 13:38;2014.02.19 15:45;now;1;none;2.1350;Ubuntu 12.10;8192;2;400
5370;2014.02.19 16:36;2014.02.19 16:44;2014.02.19 16:44;now;1;released;0.1353;ITLab1 MIT2 Client;2048;1;401
5370;2014.02.19 16:36;2014.02.19 16:44;2014.02.19 16:44;now;1;released;0.1353;VMware ESXi 5.5;4096;2;397
5370;2014.02.19 16:36;2014.02.19 16:44;2014.02.19 16:44;now;1;released;0.1353;NFS Server;1024;1;399
5371;2014.02.19 16:58;2014.02.19 17:02;2014.02.20 15:32;now;1;released;22.5594;NFS Server;1024;1;398
5371;2014.02.19 16:58;2014.02.19 17:02;2014.02.20 15:32;now;1;released;22.5594;ITLab1 MIT2 Client;2048;1;396
5371;2014.02.19 16:58;2014.02.19 17:02;2014.02.20 15:32;now;1;released;22.5594;VMware ESXi 5.5;4096;2;398
5372;2014.02.19 23:19;2014.02.19 23:20;2014.02.19 23:36;now;1;nologin;0.2742;VMware ESXi 5.5;4096;2;395
5373;2014.02.20 7:00;2014.02.20 7:04;2014.02.20 7:47;now;1;released;0.7800;REMO 2014;3072;2;396
5374;2014.02.20 19:52;2014.02.20 19:56;2014.02.20 20:12;now;1;nologin;0.3325;IRF 2015 Windows 8.1 HF2;2048;1;394
5375;2014.02.20 19:52;2014.02.20 19:53;2014.02.20 20:08;now;1;nologin;0.2622;VMware ESXi 5.5;4096;2;395
5376;2014.02.20 20:24;2014.02.20 20:25;2014.02.20 21:28;now;1;timeout;1.0594;IRF 2015 Windows 8.1 HF2;2048;1;394
5377;2014.02.20 20:32;2014.02.20 20:36;2014.02.20 20:48;now;1;released;0.2550;IRF 2015 Windows 8.1 HF2;2048;1;395
5378;2014.02.20 20:33;2014.02.20 20:33;2014.02.20 20:46;now;1;released;0.2244;VMware ESXi 5.5;4096;2;397
5379;2014.02.20 20:48;2014.02.20 20:52;2014.02.20 21:15;now;1;nologin;0.4508;IRF 2015 Windows 8.1 HF2;2048;1;396
5380;2014.02.20 21:43;2014.02.20 21:44;2014.02.20 21:59;now;1;nologin;0.2600;VMware ESXi 5.5;4096;2;398
5381;2014.02.21 7:55;2014.02.21 7:56;2014.02.21 7:57;now;1;released;0.0389;VMware ESXi 5.5;4096;2;397
5382;2014.02.21 7:57;2014.02.21 7:58;2014.02.21 8:13;now;1;nologin;0.2611;VMware ESXi 5.5;4096;2;398
5383;2014.02.21 12:21;2014.02.21 12:21;2014.02.21 12:36;now;1;nologin;0.2572;VMware ESXi 5.5;4096;2;397
5384;2014.02.21 13:03;2014.02.21 13:03;2014.02.21 13:18;now;1;noack;0.2594;VMware ESXi 5.5;4096;2;398
5385;2014.02.21 13:21;2014.02.21 13:21;2014.02.21 13:37;now;1;nologin;0.2675;VMware ESXi 5.5;4096;2;395
5386;2014.02.21 16:37;2014.02.21 16:39;2014.02.21 20:45;now;1;EOR;4.1197;ITLab1 MIT1;1024;1;397
5387;2014.02.22 12:15;2014.02.22 12:15;2014.02.22 12:17;now;1;released;0.0425;ITLab1 MIT1;1024;1;397
5388;2014.02.22 21:57;2014.02.22 21:57;2014.02.22 22:02;now;1;released;0.0747;VMware ESXi 5.5;4096;2;397
5389;2014.02.22 22:02;2014.02.22 22:02;2014.02.22 23:05;now;1;timeout;1.0606;VMware ESXi 5.5;4096;2;398
5390;2014.02.22 22:05;2014.02.22 22:05;2014.02.22 22:21;now;1;nologin;0.2678;IRF 2015 Windows 8.1 HF2;2048;1;396
5391;2014.02.22 22:36;2014.02.22 22:37;2014.02.22 22:53;now;1;nologin;0.2856;IRF 2015 Windows 8.1 HF2;2048;1;394
5392;2014.02.22 23:03;2014.02.22 23:03;2014.02.22 23:26;now;1;timeout;0.3856;IRF 2015 Windows 8.1 HF2;2048;1;395
5393;2014.02.22 23:49;2014.02.22 23:50;2014.02.23 2:00;now;1;EOR;2.1756;VMware ESXi 5.5;4096;2;397
5394;2014.02.22 23:59;2014.02.22 23:59;2014.02.23 0:14;now;1;nologin;0.2594;VMware ESXi 5.5;4096;2;398
5395;2014.02.23 8:05;2014.02.23 8:06;2014.02.23 8:23;now;1;released;0.3008;VMware ESXi 5.5;4096;2;397
5396;2014.02.23 10:04;2014.02.23 10:04;2014.02.23 14:13;now;1;released;4.1503;VMware ESXi 5.5;4096;2;397
5397;2014.02.25 15:15;2014.02.25 15:14;2014.02.25 17:24;future;1;released;2.1625;ITLab1 MIT1;1024;1;395
5398;2014.02.23 11:24;2014.02.23 11:24;2014.02.23 11:25;now;1;released;0.0294;VMware ESXi 5.5;4096;2;395
5399;2014.02.23 14:13;2014.02.23 14:13;2014.02.23 18:15;now;1;EOR;4.0286;VMware ESXi 5.5;4096;2;395
5400;2014.02.23 15:58;2014.02.23 15:59;2014.02.23 18:43;now;1;released;2.7508;ITLab1 MIT1;1024;1;398
5401;2014.02.23 20:58;2014.02.23 20:59;2014.02.23 23:25;now;1;released;2.4403;ITLab1 MIT1;1024;1;395
5402;2014.02.23 21:54;2014.02.23 21:54;2014.02.23 22:59;now;1;EOR;1.0925;ITLab1 MIT1;1024;1;398
5403;2014.02.23 23:00;2014.02.23 23:01;2014.02.23 23:15;now;1;released;0.2417;ITLab1 MIT1;1024;1;396
5404;2014.02.23 23:15;2014.02.23 23:15;2014.02.23 23:29;now;1;released;0.2486;ITLab1 MIT1;1024;1;394
5405;2014.02.24 9:21;2014.02.24 9:21;2014.02.24 10:46;now;1;released;1.4169;ITLab1 MIT1;1024;1;398
5406;2014.02.24 15:37;2014.02.24 15:38;2014.02.24 16:17;now;1;released;0.6561;ITLab1 MIT1;1024;1;395
5407;2014.02.24 16:17;2014.02.24 16:18;2014.02.24 18:50;now;1;released;2.5547;ITLab1 MIT1;1024;1;398
5408;2014.02.24 17:30;2014.02.24 17:30;2014.02.24 21:19;now;1;released;3.8283;ITLab1 MIT1;1024;1;395
5409;2014.02.24 17:57;2014.02.24 17:58;2014.02.24 21:59;now;1;EOR;4.0331;ITLab1 MIT1;1024;1;398
5410;2014.02.24 18:50;2014.02.24 18:51;2014.02.24 21:19;now;1;released;2.4806;ITLab1 MIT1;1024;1;396
5411;2014.02.24 18:58;2014.02.24 18:58;2014.02.24 21:49;now;1;released;2.8611;ITLab1 MIT1;1024;1;398
5412;2014.02.24 19:09;2014.02.24 19:10;2014.02.24 21:49;now;1;released;2.6653;ITLab1 MIT1;1024;1;396
5413;2014.02.24 20:16;2014.02.24 20:17;2014.02.24 21:52;now;1;released;1.6008;ITLab1 MIT1;1024;1;394
5414;2014.02.24 20:18;2014.02.24 20:18;2014.02.24 21:30;now;1;EOR;1.2000;ITLab1 MIT1;1024;1;394
5415;2014.02.24 20:55;2014.02.24 20:55;2014.02.24 21:12;now;1;released;0.2892;ITLab1 MIT1;1024;1;397
5416;2014.02.24 21:36;2014.02.24 21:36;2014.02.24 21:36;now;1;released;0.0133;ITLab1 MIT1;1024;1;397
5417;2014.02.24 22:19;2014.02.24 22:20;2014.02.24 22:40;now;1;released;0.3461;ITLab1 MIT1;1024;1;398
5418;2014.02.24 22:31;2014.02.24 22:32;2014.02.24 23:09;now;1;released;0.6294;ITLab1 MIT1;1024;1;397
5419;2014.02.24 23:11;2014.02.24 23:12;2014.02.25 0:14;now;1;EOR;1.0561;ITLab1 MIT1;1024;1;395
5420;2014.02.24 23:12;2014.02.24 23:13;2014.02.24 23:48;now;1;released;0.5861;ITLab1 MIT1;1024;1;396
5421;2014.02.24 23:16;2014.02.24 23:17;2014.02.25 0:29;now;1;EOR;1.2242;ITLab1 MIT1;1024;1;397
5422;2014.02.24 23:44;2014.02.24 23:44;2014.02.25 0:30;now;1;EOR;0.7628;ITLab1 MIT1;1024;1;395
5423;2014.02.24 23:54;2014.02.24 23:54;2014.02.25 1:00;now;1;EOR;1.0975;ITLab1 MIT1;1024;1;394
5424;2014.02.25 9:28;2014.02.25 9:29;2014.02.25 9:37;now;1;released;0.1444;ITLab1 MIT1;1024;1;398
5425;2014.02.25 9:34;2014.02.25 9:34;2014.02.25 10:15;now;1;EOR;0.6789;ITLab1 MIT1;1024;1;395
5426;2014.02.25 12:00;2014.02.25 12:00;2014.02.25 13:15;future;1;released;1.2533;ITLab1 MIT1;1024;1;398
5427;2014.02.25 12:00;2014.02.25 12:00;2014.02.25 12:49;future;1;released;0.8172;ITLab1 MIT1;1024;1;395
5428;2014.02.28 15:00;2014.02.28 14:59;2014.02.28 18:59;future;1;EOR;3.9933;ITLab1 MIT1;1024;1;395
5429;2014.02.25 10:39;2014.02.25 10:40;2014.02.25 11:39;now;1;released;0.9931;ITLab1 MIT1;1024;1;394
5430;2014.02.25 11:54;2014.02.25 11:55;2014.02.25 13:15;now;1;EOR;1.3364;ITLab1 MIT1;1024;1;395
5431;2014.02.25 12:28;2014.02.25 12:28;2014.02.25 13:29;now;1;EOR;1.0181;ITLab1 MIT1;1024;1;397
5432;2014.02.25 12:29;2014.02.25 12:30;2014.02.25 13:50;now;1;released;1.3356;ITLab1 MIT1;1024;1;396
5433;2014.02.25 12:42;2014.02.25 12:43;2014.02.25 13:36;now;1;released;0.8911;ITLab1 MIT1;1024;1;398
5434;2014.02.25 12:49;2014.02.25 12:49;2014.02.25 14:00;now;1;EOR;1.1808;ITLab1 MIT1;1024;1;396
5435;2014.02.25 13:13;2014.02.25 13:13;2014.02.25 13:20;now;1;released;0.1244;ITLab1 MIT1;1024;1;396
5436;2014.02.25 13:15;2014.02.25 13:16;2014.02.25 13:52;now;1;released;0.6244;ITLab1 MIT1;1024;1;396
5437;2014.02.25 13:23;2014.02.25 13:23;2014.02.25 13:28;now;1;released;0.0828;IRF 2015 Windows 8.1 HF2;2048;1;394
5438;2014.02.28 14:00;2014.02.28 13:59;2014.02.28 14:14;future;1;noack;0.2478;ITLab1 MIT1;1024;1;395
5439;2014.02.25 15:01;2014.02.25 15:02;2014.02.25 17:14;now;1;EOR;2.2175;ITLab1 MIT1;1024;1;395
5440;2014.02.25 15:09;2014.02.25 15:09;2014.02.25 19:14;now;1;EOR;4.0964;ITLab1 MIT1;1024;1;395
5441;2014.02.25 15:12;2014.02.25 15:13;2014.02.25 16:03;now;1;released;0.8394;ITLab1 MIT1;1024;1;395
5442;2014.02.25 15:14;2014.02.25 15:14;2014.02.25 16:03;now;1;released;0.8169;ITLab1 MIT1;1024;1;395
5443;2014.02.25 15:17;2014.02.25 15:18;2014.02.25 17:29;now;1;EOR;2.1994;ITLab1 MIT1;1024;1;394
5444;2014.02.26 14:00;2014.02.26 14:00;2014.02.26 14:15;future;1;noack;0.2519;ITLab1 MIT1;1024;1;394
5445;2014.02.25 15:31;2014.02.25 15:31;2014.02.25 15:35;now;1;released;0.0639;ITLab1 MIT1;1024;1;397
5446;2014.02.25 15:39;2014.02.25 15:40;2014.02.25 19:44;now;1;EOR;4.0811;ITLab1 MIT1;1024;1;396
5447;2014.02.28 15:00;2014.02.28 15:00;2014.02.28 18:59;future;1;EOR;3.9933;ITLab1 MIT1;1024;1;395
5448;2014.02.25 15:52;2014.02.25 15:52;2014.02.25 18:44;now;1;released;2.8603;ITLab1 MIT1;1024;1;396
5449;2014.02.25 15:53;NULL;2014.02.25 15:54;now;1;released;0.0022;ITLab1 MIT1;1024;1;398
5450;2014.02.25 15:56;2014.02.25 15:56;2014.02.25 16:03;now;1;released;0.1253;ITLab1 MIT1;1024;1;396
5451;2014.02.25 16:23;2014.02.25 16:23;2014.02.25 22:30;now;1;EOR;6.1089;ITLab1 MIT1;1024;1;397
5452;2014.02.25 16:23;2014.02.25 16:23;2014.02.25 22:30;now;1;EOR;6.1081;ITLab1 MIT1;1024;1;394
5453;2014.02.27 14:15;2014.02.27 14:14;2014.02.27 18:35;future;1;released;4.3494;ITLab1 MIT1;1024;1;398
5454;2014.02.25 16:35;2014.02.25 16:36;2014.02.25 17:04;now;1;released;0.4728;ITLab1 MIT1;1024;1;397
5455;2014.02.25 16:42;2014.02.25 16:42;2014.02.25 17:45;now;1;released;1.0558;ITLab1 MIT1;1024;1;397
5456;2014.02.25 16:49;2014.02.25 16:49;2014.02.25 16:56;now;1;released;0.1136;ITLab1 MIT1;1024;1;396
5457;2014.02.25 16:51;2014.02.25 16:51;2014.02.25 17:01;now;1;released;0.1639;ITLab1 MIT1;1024;1;397
5458;2014.02.25 16:58;2014.02.25 16:58;2014.02.25 17:45;now;1;released;0.7947;ITLab1 MIT1;1024;1;395
5459;2014.02.25 17:01;2014.02.25 17:02;2014.02.25 17:07;now;1;released;0.1019;ITLab1 MIT1;1024;1;396
5460;2014.02.25 17:08;2014.02.25 17:08;2014.02.25 18:14;now;1;EOR;1.1106;ITLab1 MIT1;1024;1;398
5461;2014.02.25 17:19;2014.02.25 17:20;2014.02.25 18:33;now;1;released;1.2247;ITLab1 MIT1;1024;1;397
5462;2014.02.26 14:00;2014.02.26 14:00;2014.02.26 15:47;future;1;released;1.7947;ITLab1 MIT1;1024;1;396
5463;2014.02.26 14:00;2014.02.26 14:00;2014.02.26 18:04;future;1;released;4.0811;ITLab1 MIT1;1024;1;398
5464;2014.02.25 18:15;2014.02.25 18:16;2014.02.25 18:23;now;1;released;0.1208;ITLab1 MIT1;1024;1;396
5465;2014.02.25 18:22;2014.02.25 18:22;2014.02.25 18:24;now;1;released;0.0425;ITLab1 MIT1;1024;1;397
5466;2014.02.25 18:23;2014.02.25 18:23;2014.02.25 20:19;now;1;released;1.9381;ITLab1 MIT1;1024;1;394
5467;2014.02.25 18:26;2014.02.25 18:26;2014.02.25 21:32;now;1;released;3.1092;ITLab1 MIT1;1024;1;394
5468;2014.02.25 18:26;2014.02.25 18:26;2014.02.25 18:33;now;1;released;0.1111;ITLab1 MIT1;1024;1;395
5469;2014.02.25 18:54;2014.02.25 18:54;2014.02.25 23:00;now;1;EOR;4.0961;ITLab1 MIT1;1024;1;396
5470;2014.02.25 18:56;2014.02.25 18:57;2014.02.25 19:12;now;1;noack;0.2594;ITLab1 MIT1;1024;1;396
5471;2014.02.25 18:56;2014.02.25 18:57;2014.02.25 23:00;now;1;EOR;4.0533;ITLab1 MIT1;1024;1;398
5472;2014.02.25 19:06;2014.02.25 19:07;2014.02.25 21:14;now;1;EOR;2.1342;ITLab1 MIT1;1024;1;396
5473;2014.02.25 19:10;2014.02.25 19:10;2014.02.25 19:57;now;1;released;0.7864;ITLab1 MIT1;1024;1;394
5474;2014.02.25 19:14;2014.02.25 19:15;2014.02.25 19:21;now;1;released;0.1108;ITLab1 MIT1;1024;1;396
5475;2014.02.25 19:16;2014.02.25 19:17;2014.02.25 19:22;now;1;released;0.0878;ITLab1 MIT1;1024;1;397
5476;2014.02.25 19:18;2014.02.25 19:18;2014.02.25 19:59;now;1;released;0.6964;ITLab1 MIT1;1024;1;396
5477;2014.02.25 19:22;2014.02.25 19:22;2014.02.25 19:54;now;1;released;0.5383;ITLab1 MIT1;1024;1;394
5478;2014.02.25 19:54;2014.02.25 19:55;2014.02.25 20:08;now;1;released;0.2300;ITLab1 MIT1;1024;1;398
5479;2014.02.25 19:54;2014.02.25 19:55;2014.02.25 20:39;now;1;released;0.7533;ITLab1 MIT1;1024;1;397
5480;2014.02.25 20:08;2014.02.25 20:08;2014.02.25 20:19;now;1;released;0.1847;ITLab1 MIT1;1024;1;395
5481;2014.02.25 20:48;2014.02.25 20:49;2014.02.25 21:30;now;1;released;0.6989;ITLab1 MIT1;1024;1;395
5482;2014.02.25 20:50;2014.02.25 20:51;2014.02.25 20:55;now;1;released;0.0781;ITLab1 MIT1;1024;1;394
5483;2014.02.26 14:00;2014.02.26 14:00;2014.02.26 14:15;future;1;noack;0.2517;ITLab1 MIT1;1024;1;396
5484;2014.02.25 21:30;2014.02.25 21:31;2014.02.25 21:51;now;1;released;0.3356;ITLab1 MIT1;1024;1;394
5485;2014.02.25 21:52;2014.02.25 21:52;2014.02.25 22:16;now;1;released;0.4031;ITLab1 MIT1;1024;1;396
5486;2014.02.25 22:01;2014.02.25 22:01;2014.02.25 22:03;now;1;released;0.0317;ITLab1 MIT1;1024;1;396
5487;2014.02.25 22:03;2014.02.25 22:03;2014.02.25 22:16;now;1;released;0.2136;ITLab1 MIT1;1024;1;394
5488;2014.02.25 22:05;2014.02.25 22:06;2014.02.26 0:14;now;1;EOR;2.1547;ITLab1 MIT1;1024;1;395
5489;2014.02.25 22:08;2014.02.25 22:09;2014.02.25 22:24;now;1;released;0.2642;ITLab1 MIT1;1024;1;395
5490;2014.02.25 22:16;2014.02.25 22:16;2014.02.25 22:39;now;1;released;0.3831;ITLab1 MIT1;1024;1;396
5491;2014.02.25 22:20;2014.02.25 22:20;2014.02.25 22:39;now;1;released;0.3178;ITLab1 MIT1;1024;1;395
5492;2014.02.27 18:00;2014.02.27 17:59;2014.02.28 1:59;future;1;EOR;7.9989;ITLab1 MIT1;1024;1;396
5493;2014.02.27 18:00;2014.02.27 17:59;2014.02.28 1:59;future;1;EOR;7.9989;ITLab1 MIT1;1024;1;395
5494;2014.02.26 14:00;2014.02.26 14:00;2014.02.26 14:15;future;1;noack;0.2603;ITLab1 MIT1;1024;1;398
5495;2014.03.01 16:00;2014.03.01 16:00;2014.03.01 20:42;future;1;released;4.7142;ITLab1 MIT1;1024;1;395
5496;2014.02.28 9:15;2014.02.28 9:14;2014.02.28 13:14;future;1;EOR;3.9969;ITLab1 MIT1;1024;1;395
5497;2014.02.26 12:55;2014.02.26 12:55;2014.02.26 16:02;now;1;released;3.1147;ITLab1 MIT1;1024;1;395
5498;2014.02.26 14:16;2014.02.26 14:17;2014.02.26 16:22;now;1;released;2.0928;ITLab1 MIT1;1024;1;397
5499;2014.02.26 14:18;2014.02.26 14:18;2014.02.26 15:09;now;1;released;0.8592;ITLab1 MIT1;1024;1;398
5500;2014.02.26 14:21;2014.02.26 14:22;2014.02.26 19:14;now;1;EOR;4.8833;ITLab1 MIT1;1024;1;396
5501;2014.02.26 14:54;2014.02.26 14:54;2014.02.26 16:25;now;1;released;1.5225;ITLab1 MIT1;1024;1;396
5502;2014.02.26 15:09;2014.02.26 15:10;2014.02.26 16:02;now;1;released;0.8722;ITLab1 MIT1;1024;1;396
5503;2014.02.26 15:13;2014.02.26 15:13;2014.02.26 17:54;now;1;released;2.6858;ITLab1 MIT1;1024;1;397
5504;2014.02.26 15:47;2014.02.26 15:48;2014.02.26 18:04;now;1;released;2.2833;ITLab1 MIT1;1024;1;395
5505;2014.02.27 9:00;2014.02.27 9:00;2014.02.27 16:59;future;1;EOR;7.9961;ITLab1 MIT1;1024;1;397
5507;2014.02.27 9:15;2014.02.27 9:14;2014.02.27 9:18;future;1;released;0.0614;ITLab1 MIT1;1024;1;396
5508;2014.02.26 16:20;2014.02.26 16:20;2014.02.26 18:08;now;1;released;1.8117;ITLab1 MIT1;1024;1;394
5509;2014.02.26 16:22;2014.02.26 16:22;2014.02.26 20:29;now;1;EOR;4.1256;ITLab1 MIT1;1024;1;394
5510;2014.02.26 16:25;2014.02.26 16:25;2014.02.26 20:29;now;1;EOR;4.0672;ITLab1 MIT1;1024;1;395
5511;2014.02.26 16:55;2014.02.26 16:55;2014.02.26 19:00;now;1;EOR;2.0758;ITLab1 MIT1;1024;1;398
5512;2014.02.26 17:02;2014.02.26 17:02;2014.02.26 17:33;now;1;released;0.5286;ITLab1 MIT1;1024;1;397
5513;2014.02.26 17:54;2014.02.26 17:55;2014.02.26 21:59;now;1;EOR;4.0817;ITLab1 MIT1;1024;1;398
5514;2014.02.26 18:08;2014.02.26 18:09;2014.02.26 18:20;now;1;released;0.1958;ITLab1 MIT1;1024;1;396
5515;2014.02.26 20:08;2014.02.26 20:09;2014.02.26 21:10;now;1;released;1.0350;ITLab1 MIT1;1024;1;398
5516;2014.02.26 22:01;2014.02.26 22:02;2014.02.26 22:27;now;1;released;0.4303;ITLab1 MIT1;1024;1;396
5517;2014.02.26 22:24;2014.02.26 22:24;2014.02.26 23:18;now;1;released;0.9131;ITLab1 MIT1;1024;1;395
5518;2014.02.26 22:24;2014.02.26 22:24;2014.02.26 23:18;now;1;released;0.9103;ITLab1 MIT1;1024;1;397
5519;2014.02.26 22:45;2014.02.26 22:46;2014.02.26 22:47;now;1;released;0.0256;ITLab1 MIT1;1024;1;398
5520;2014.02.26 22:47;2014.02.26 22:47;2014.02.26 23:59;now;1;EOR;1.2069;ITLab1 MIT1;1024;1;398
5521;2014.02.26 23:08;2014.02.26 23:09;2014.02.26 23:47;now;1;released;0.6558;ITLab1 MIT1;1024;1;395
5522;2014.02.26 23:19;2014.02.26 23:19;2014.02.27 0:02;now;1;released;0.7261;ITLab1 MIT1;1024;1;395
5523;2014.02.26 23:19;2014.02.26 23:19;2014.02.27 0:02;now;1;released;0.7239;ITLab1 MIT1;1024;1;397
5524;2014.02.27 21:00;2014.02.27 21:00;2014.02.27 22:46;future;1;released;1.7694;ITLab1 MIT1;1024;1;398
5525;2014.02.27 7:58;2014.02.27 7:58;2014.02.27 9:25;now;1;released;1.4500;ITLab1 MIT1;1024;1;398
5526;2014.03.01 9:00;2014.03.01 9:00;2014.03.01 9:15;future;1;noack;0.2517;ITLab1 MIT1;1024;1;394
5527;2014.02.27 9:12;2014.02.27 9:13;2014.02.27 14:59;now;1;released;5.7806;ITLab1 MIT1;1024;1;395
5528;2014.02.27 9:12;2014.02.27 9:13;2014.02.27 14:59;now;1;released;5.7792;ITLab1 MIT1;1024;1;397
5529;2014.02.27 9:32;2014.02.27 9:32;2014.02.27 12:08;now;1;released;2.6089;ITLab1 MIT1;1024;1;394
5530;2014.02.27 11:25;2014.02.27 11:25;2014.02.27 15:34;now;1;released;4.1614;ITLab1 MIT1;1024;1;398
5531;2014.02.27 11:41;2014.02.27 11:42;2014.02.27 15:44;now;1;EOR;4.0597;ITLab1 MIT1;1024;1;395
5532;2014.02.27 11:41;2014.02.27 11:41;2014.02.27 15:30;now;1;released;3.8208;ITLab1 MIT1;1024;1;394
5533;2014.02.27 12:30;2014.02.27 12:30;2014.02.27 16:44;now;1;EOR;4.2381;ITLab1 MIT1;1024;1;394
5534;2014.02.27 14:24;2014.02.27 14:25;2014.02.27 18:29;now;1;EOR;4.0800;ITLab1 MIT1;1024;1;396
5535;2014.02.27 14:27;2014.02.27 14:28;2014.02.27 17:10;now;1;released;2.7183;ITLab1 MIT1;1024;1;397
5536;2014.02.27 14:36;2014.02.27 14:37;2014.02.27 16:29;now;1;released;1.8711;ITLab1 MIT1;1024;1;395
5537;2014.02.27 14:59;2014.02.27 15:00;2014.02.27 21:44;now;1;EOR;6.7450;ITLab1 MIT1;1024;1;398
5538;2014.02.27 15:00;2014.02.27 15:00;2014.02.27 22:59;now;1;EOR;7.9922;ITLab1 MIT1;1024;1;394
5539;2014.02.27 17:00;2014.02.27 16:59;2014.02.27 18:09;future;1;released;1.1500;ITLab1 MIT1;1024;1;396
5540;2014.02.27 16:17;2014.02.27 16:18;2014.02.27 19:46;now;1;released;3.4858;ITLab1 MIT1;1024;1;394
5541;2014.02.27 17:11;2014.02.27 17:12;2014.02.27 18:36;now;1;released;1.4039;ITLab1 MIT1;1024;1;395
5542;2014.02.27 18:09;2014.02.27 18:09;2014.02.27 19:13;now;1;released;1.0758;ITLab1 MIT1;1024;1;397
