"2014.03.21.7:14:00" "cpu.usage.average" "394" "2" "1.06"
"2014.03.21.7:14:00" "cpu.usage.average" "394" "6" "1.5"
"2014.03.21.7:14:00" "cpu.usage.average" "394" "3" "0.95"
"2014.03.21.7:14:00" "cpu.usage.average" "394" "4" "2.1"
"2014.03.21.7:14:00" "mem.usage.average" "394" "" "31.33"
"2014.03.21.7:14:00" "cpu.usage.average" "394" "" "1.69"
"2014.03.21.7:14:20" "cpu.usage.average" "394" "3" "1.67"
"2014.03.21.7:14:20" "cpu.usage.average" "394" "" "1.88"
"2014.03.21.7:14:20" "cpu.usage.average" "394" "0" "2.2"
"2014.03.21.7:14:20" "cpu.usage.average" "394" "5" "2.46"
"2014.03.21.7:14:20" "cpu.usage.average" "394" "1" "1.62"
"2014.03.21.7:14:20" "cpu.usage.average" "394" "4" "2.5"
"2014.03.21.7:14:20" "cpu.usage.average" "394" "6" "1.94"
"2014.03.21.7:14:20" "mem.usage.average" "394" "" "31.33"
"2014.03.21.7:14:20" "cpu.usage.average" "394" "2" "1.17"
"2014.03.21.7:14:20" "cpu.usage.average" "394" "7" "1.45"
"2014.03.21.7:14:40" "cpu.usage.average" "394" "1" "2.94"
"2014.03.21.7:14:40" "mem.usage.average" "394" "" "31.33"
"2014.03.21.7:14:40" "cpu.usage.average" "394" "5" "1.62"
"2014.03.21.7:14:40" "cpu.usage.average" "394" "4" "2.78"
"2014.03.21.7:14:40" "cpu.usage.average" "394" "6" "1.43"
"2014.03.21.7:14:40" "cpu.usage.average" "394" "7" "1.94"
"2014.03.21.7:14:40" "cpu.usage.average" "394" "2" "1.53"
"2014.03.21.7:14:40" "cpu.usage.average" "394" "0" "2.12"
"2014.03.21.7:14:40" "cpu.usage.average" "394" "" "2.06"
"2014.03.21.7:14:40" "cpu.usage.average" "394" "3" "2.13"
"2014.03.21.7:15:00" "cpu.usage.average" "394" "3" "0.92"
"2014.03.21.7:15:00" "cpu.usage.average" "394" "1" "2.11"
"2014.03.21.7:15:00" "cpu.usage.average" "394" "5" "2.54"
"2014.03.21.7:15:00" "cpu.usage.average" "394" "7" "1.01"
"2014.03.21.7:15:00" "cpu.usage.average" "394" "2" "0.86"
"2014.03.21.7:15:00" "cpu.usage.average" "394" "6" "1.67"
"2014.03.21.7:15:00" "cpu.usage.average" "394" "4" "2.08"
"2014.03.21.7:15:00" "mem.usage.average" "394" "" "31.33"
"2014.03.21.7:15:00" "cpu.usage.average" "394" "0" "2.43"
"2014.03.21.7:15:00" "cpu.usage.average" "394" "" "1.7"
"2014.03.21.7:15:20" "cpu.usage.average" "394" "4" "1.39"
"2014.03.21.7:15:20" "mem.usage.average" "394" "" "31.33"
"2014.03.21.7:15:20" "cpu.usage.average" "394" "7" "2.45"
"2014.03.21.7:15:20" "cpu.usage.average" "394" "6" "3.21"
"2014.03.21.7:15:20" "cpu.usage.average" "394" "3" "2.03"
"2014.03.21.7:15:20" "cpu.usage.average" "394" "2" "1.05"
"2014.03.21.7:15:20" "cpu.usage.average" "394" "1" "2.15"
"2014.03.21.7:15:20" "cpu.usage.average" "394" "" "2.64"
"2014.03.21.7:15:20" "cpu.usage.average" "394" "0" "5.16"
"2014.03.21.7:15:20" "cpu.usage.average" "394" "5" "3.69"
"2014.03.21.7:15:40" "mem.usage.average" "394" "" "31.32"
"2014.03.21.7:15:40" "cpu.usage.average" "394" "3" "1.75"
"2014.03.21.7:15:40" "cpu.usage.average" "394" "0" "3.46"
"2014.03.21.7:15:40" "cpu.usage.average" "394" "1" "2.05"
"2014.03.21.7:15:40" "cpu.usage.average" "394" "4" "2.95"
"2014.03.21.7:15:40" "cpu.usage.average" "394" "5" "2.26"
"2014.03.21.7:15:40" "cpu.usage.average" "394" "6" "1.29"
"2014.03.21.7:15:40" "cpu.usage.average" "394" "7" "0.84"
"2014.03.21.7:15:40" "cpu.usage.average" "394" "2" "1.18"
"2014.03.21.7:15:40" "cpu.usage.average" "394" "" "1.97"
"2014.03.21.7:16:00" "cpu.usage.average" "394" "2" "1.39"
"2014.03.21.7:16:00" "cpu.usage.average" "394" "7" "1.88"
"2014.03.21.7:16:00" "cpu.usage.average" "394" "4" "2.09"
"2014.03.21.7:16:00" "cpu.usage.average" "394" "" "1.62"
"2014.03.21.7:16:00" "cpu.usage.average" "394" "1" "1.6"
"2014.03.21.7:16:00" "cpu.usage.average" "394" "5" "1.29"
"2014.03.21.7:16:00" "cpu.usage.average" "394" "6" "1.9"
"2014.03.21.7:16:00" "cpu.usage.average" "394" "0" "1.76"
"2014.03.21.7:16:00" "mem.usage.average" "394" "" "31.31"
"2014.03.21.7:16:00" "cpu.usage.average" "394" "3" "1.05"
"2014.03.21.7:16:20" "cpu.usage.average" "394" "4" "2.25"
"2014.03.21.7:16:20" "cpu.usage.average" "394" "" "1.97"
"2014.03.21.7:16:20" "cpu.usage.average" "394" "7" "0.91"
"2014.03.21.7:16:20" "mem.usage.average" "394" "" "31.32"
"2014.03.21.7:16:20" "cpu.usage.average" "394" "6" "1.11"
"2014.03.21.7:16:20" "cpu.usage.average" "394" "0" "3.66"
"2014.03.21.7:16:20" "cpu.usage.average" "394" "5" "2.51"
"2014.03.21.7:16:20" "cpu.usage.average" "394" "1" "2.45"
"2014.03.21.7:16:20" "cpu.usage.average" "394" "2" "1.53"
"2014.03.21.7:16:20" "cpu.usage.average" "394" "3" "1.34"
"2014.03.21.7:16:40" "cpu.usage.average" "394" "1" "2.75"
"2014.03.21.7:16:40" "cpu.usage.average" "394" "0" "4.22"
"2014.03.21.7:16:40" "cpu.usage.average" "394" "" "1.72"
"2014.03.21.7:16:40" "cpu.usage.average" "394" "5" "1.35"
"2014.03.21.7:16:40" "mem.usage.average" "394" "" "31.32"
"2014.03.21.7:16:40" "cpu.usage.average" "394" "2" "0.85"
"2014.03.21.7:16:40" "cpu.usage.average" "394" "6" "1.61"
"2014.03.21.7:16:40" "cpu.usage.average" "394" "7" "0.98"
"2014.03.21.7:16:40" "cpu.usage.average" "394" "3" "0.58"
"2014.03.21.7:16:40" "cpu.usage.average" "394" "4" "1.4"
"2014.03.21.7:17:00" "cpu.usage.average" "394" "1" "1.91"
"2014.03.21.7:17:00" "mem.usage.average" "394" "" "31.33"
"2014.03.21.7:17:00" "cpu.usage.average" "394" "3" "2"
"2014.03.21.7:17:00" "cpu.usage.average" "394" "5" "3.5"
"2014.03.21.7:17:00" "cpu.usage.average" "394" "" "1.92"
"2014.03.21.7:17:00" "cpu.usage.average" "394" "6" "2.15"
"2014.03.21.7:17:00" "cpu.usage.average" "394" "7" "1.17"
"2014.03.21.7:17:00" "cpu.usage.average" "394" "4" "1.66"
"2014.03.21.7:17:00" "cpu.usage.average" "394" "2" "1.32"
"2014.03.21.7:17:00" "cpu.usage.average" "394" "0" "1.67"
"2014.03.21.7:17:20" "mem.usage.average" "394" "" "31.33"
"2014.03.21.7:17:20" "cpu.usage.average" "394" "4" "3.61"
"2014.03.21.7:17:20" "cpu.usage.average" "394" "2" "1.92"
"2014.03.21.7:17:20" "cpu.usage.average" "394" "7" "1.76"
"2014.03.21.7:17:20" "cpu.usage.average" "394" "5" "1.79"
"2014.03.21.7:17:20" "cpu.usage.average" "394" "0" "1.99"
"2014.03.21.7:17:20" "cpu.usage.average" "394" "6" "1.73"
"2014.03.21.7:17:20" "cpu.usage.average" "394" "" "1.97"
"2014.03.21.7:17:20" "cpu.usage.average" "394" "3" "1.48"
"2014.03.21.7:17:20" "cpu.usage.average" "394" "1" "1.45"
"2014.03.21.7:17:40" "cpu.usage.average" "394" "2" "1.42"
"2014.03.21.7:17:40" "cpu.usage.average" "394" "3" "1.28"
"2014.03.21.7:17:40" "cpu.usage.average" "394" "0" "1.02"
"2014.03.21.7:17:40" "mem.usage.average" "394" "" "31.32"
"2014.03.21.7:17:40" "cpu.usage.average" "394" "4" "2.25"
"2014.03.21.7:17:40" "cpu.usage.average" "394" "6" "1.56"
"2014.03.21.7:17:40" "cpu.usage.average" "394" "" "1.82"
"2014.03.21.7:17:40" "cpu.usage.average" "394" "5" "4.27"
